id,web_name,full_name,team_name,position,now_cost,status,photo_url,total_points,points_per_game,form,selected_by_percent,minutes,starts,chance_of_playing_next_round,ep_next,set_piece_duties,expected_goals_per_90,expected_assists_per_90,expected_goals_conceded_per_90,transfers_in_event,transfers_out_event,next_gameweek,next_opponent,next_is_home,next_fixture_difficulty,start_rate,xp_next,xp_horizon,fixtures_horizon,xp_ceiling,haul_probability
411,Haaland,Erling Haaland,Man City,FWD,15.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p223094.png,2,2.0,2.0,68.2,90,1,,4.0,Penales,0.74,0.02,0.65,47585,70060,2,Crystal Palace,False,3,0.91,4.86,21.07,CRY(A) · COV(H) · MUN(A) · SUN(H),10.0,0.168
356,Virgil,Virgil van Dijk,Liverpool,DEF,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p97032.png,2,2.0,2.0,19.6,90,1,,3.1,,0.25,0.01,1.58,52876,54326,2,Nott'm Forest,True,3,1.0,3.91,18.23,NFO(H) · IPS(A) · FUL(H) · BOU(A),8.0,0.037
104,Onyeka,Frank Onyeka,Coventry City,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p428580.png,2,2.0,2.0,0.2,90,1,,1.5,,0.0,0.01,1.88,1236,1049,2,Hull City,True,2,0.17,0.7,2.09,HUL(H) · MCI(A) · BHA(H) · NFO(A),2.0,0.002
184,Grimes,Matt Grimes,Coventry City,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p168144.png,2,2.0,2.0,0.2,90,1,,1.5,Córners,0.0,0.01,1.88,1183,1079,2,Hull City,True,2,0.17,0.63,1.9,HUL(H) · MCI(A) · BHA(H) · NFO(A),3.0,0.0
190,Tchaouna,Loum Tchaouna,Coventry City,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,2,2.0,2.0,0.2,81,1,,2.0,,0.04,0.02,1.96,1209,885,2,Hull City,True,2,0.17,0.64,1.91,HUL(H) · MCI(A) · BHA(H) · NFO(A),3.0,0.0
469,N.Williams,Neco Williams,Nott'm Forest,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p215136.png,2,2.0,2.0,9.3,90,1,,2.2,Córners,0.0,0.02,0.47,11621,50804,2,Liverpool,False,4,0.96,2.34,12.85,LIV(A) · TOT(H) · AVL(A) · COV(H),6.0,0.009
350,A.Becker,Alisson Becker,Liverpool,GKP,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,2,2.0,2.0,3.7,90,1,,3.3,,0.0,0.0,1.58,16403,14500,2,Nott'm Forest,True,3,0.74,2.38,11.1,NFO(H) · IPS(A) · FUL(H) · BOU(A),6.0,0.0
471,Milenković,Nikola Milenković,Nott'm Forest,DEF,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p227444.png,2,2.0,2.0,1.9,90,1,,2.5,,0.11,0.02,0.47,1970,10296,2,Liverpool,False,4,0.98,2.11,11.61,LIV(A) · TOT(H) · AVL(A) · COV(H),6.0,0.003
194,Thomas-Asante,Brandon Thomas-Asante,Coventry City,FWD,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,2,2.0,2.0,0.8,69,1,,1.4,,0.0,0.03,2.09,9129,5251,2,Hull City,True,2,0.17,0.45,1.34,HUL(H) · MCI(A) · BHA(H) · NFO(A),2.0,0.0
372,Mac Allister,Alexis Mac Allister,Liverpool,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p243016.png,1,1.0,1.0,1.6,27,0,,2.0,,0.0,0.03,3.57,4734,15411,2,Nott'm Forest,True,3,0.68,2.09,9.76,NFO(H) · IPS(A) · FUL(H) · BOU(A),5.0,0.009
155,Enzo,Enzo Fernández,Chelsea,MID,7.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p448047.png,1,1.0,1.0,4.8,25,0,,2.5,,0.0,0.07,1.01,13094,54127,2,Brighton,True,2,0.77,4.6,13.81,BHA(H) · ARS(A) · HUL(H) · BRE(A),10.0,0.106
156,Neto,Pedro Lomba Neto,Chelsea,MID,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p247632.png,1,1.0,1.0,1.3,14,0,,2.3,,0.19,0.45,1.41,4555,14814,2,Brighton,True,2,0.66,3.31,9.93,BHA(H) · ARS(A) · HUL(H) · BRE(A),7.0,0.046
157,Estêvão,Estêvão Almeida de Oliveira Gonçalves,Chelsea,MID,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,1.2,7,0,,2.3,,0.0,0.0,1.16,4269,16832,2,Brighton,True,2,0.26,1.6,4.8,BHA(H) · ARS(A) · HUL(H) · BRE(A),6.0,0.036
164,Quenda,Geovany Quenda,Chelsea,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.0,8,0,100.0,2.0,,0.0,0.0,1.01,187,587,2,Brighton,True,2,0.0,0.0,0.0,BHA(H) · ARS(A) · HUL(H) · BRE(A),0.0,0.0
161,Lavia,Roméo Lavia,Chelsea,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p514356.png,1,1.0,1.0,0.1,64,1,,1.5,,0.3,0.04,1.48,823,670,2,Brighton,True,2,0.25,0.96,2.89,BHA(H) · ARS(A) · HUL(H) · BRE(A),2.0,0.004
579,Araujo,Ronald Araujo,Liverpool,DEF,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,2.7,20,0,,2.5,,0.0,0.14,2.43,20294,24827,2,Nott'm Forest,True,3,0.0,0.0,0.0,NFO(H) · IPS(A) · FUL(H) · BOU(A),0.0,0.0
148,Hato,Jorrel Hato,Chelsea,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.5,64,1,,1.7,,0.01,0.04,1.48,3019,3193,2,Brighton,True,2,0.43,1.83,5.49,BHA(H) · ARS(A) · HUL(H) · BRE(A),6.0,0.004
406,Kovačić,Mateo Kovačić,Man City,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p91651.png,1,1.0,1.0,0.1,27,0,,2.0,,0.0,0.03,0.33,612,940,2,Crystal Palace,False,3,0.02,0.07,0.32,CRY(A) · COV(H) · MUN(A) · SUN(H),0.0,0.001
135,Yohanna,Zadok Yohanna,Brighton,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.1,12,0,,1.5,,0.0,0.22,0.0,292,587,2,Chelsea,False,4,0.0,0.0,0.0,CHE(A) · LEE(H) · COV(A) · ARS(H),0.0,0.0
138,Kostoulas,Charalampos Kostoulas,Brighton,FWD,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.2,26,0,,1.8,,0.62,0.0,0.35,667,1470,2,Chelsea,False,4,0.04,0.13,0.81,CHE(A) · LEE(H) · COV(A) · ARS(H),0.0,0.002
435,Lacey,Shea Lacey,Man Utd,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.0,10,0,,1.5,,0.0,0.0,0.0,245,439,2,Ipswich Town,True,2,0.0,0.0,0.0,IPS(H) · EVE(A) · MCI(H) · FUL(A),0.0,0.0
108,Wilson,Callum Wilson,Brentford,FWD,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p75115.png,1,1.0,1.0,0.4,7,0,,1.8,,0.39,0.51,0.9,2977,3395,2,Leeds,False,3,0.0,0.0,0.0,LEE(A) · SUN(H) · BOU(A) · CHE(H),0.0,0.0
105,Anthony,Jaidon Anthony,Brentford,MID,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p444180.png,1,1.0,1.0,0.2,23,0,,2.2,,0.12,1.37,0.39,1328,1643,2,Leeds,False,3,0.0,0.0,0.0,LEE(A) · SUN(H) · BOU(A) · CHE(H),0.0,0.0
102,Yarmoliuk,Yehor Yarmoliuk,Brentford,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p508395.png,1,1.0,1.0,1.2,23,0,,1.5,,0.16,0.0,0.39,560,8955,2,Leeds,False,3,0.66,1.72,6.89,LEE(A) · SUN(H) · BOU(A) · CHE(H),3.0,0.002
381,Koumas,Lewis Koumas,Liverpool,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.0,12,0,,1.5,,0.22,0.0,3.6,115,145,2,Nott'm Forest,True,3,0.0,0.0,0.0,NFO(H) · IPS(A) · FUL(H) · BOU(A),0.0,0.0
238,Grealish,Jack Grealish,Man City,MID,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p114283.png,1,1.0,1.0,0.2,8,0,100.0,2.3,,0.0,0.0,0.0,909,1542,2,Crystal Palace,False,3,0.4,1.32,5.74,CRY(A) · COV(H) · MUN(A) · SUN(H),5.0,0.009
144,Gusto,Malo Gusto,Chelsea,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p482609.png,1,1.0,1.0,1.2,75,1,,2.2,,0.0,0.04,1.33,9693,7766,2,Brighton,True,2,0.74,3.53,10.59,BHA(H) · ARS(A) · HUL(H) · BRE(A),6.0,0.025
600,Osman,Ibrahim Osman,Brighton,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p612855.png,1,1.0,1.0,0.0,12,0,,1.5,,0.0,0.38,0.0,177,106,2,Chelsea,False,4,0.0,0.0,0.0,CHE(A) · LEE(H) · COV(A) · ARS(H),0.0,0.0
605,Yalcouyé,Malick Yalcouyé,Brighton,MID,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p611695.png,1,1.0,1.0,0.1,4,0,,1.0,,0.0,0.22,0.0,2883,597,2,Chelsea,False,4,0.62,1.52,9.15,CHE(A) · LEE(H) · COV(A) · ARS(H),3.0,0.0
395,Lewis,Rico Lewis,Man City,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p477064.png,1,1.0,1.0,0.2,56,1,,1.7,,0.27,0.03,0.88,2610,1820,2,Crystal Palace,False,3,0.25,1.04,4.52,CRY(A) · COV(H) · MUN(A) · SUN(H),5.0,0.008
398,Foden,Phil Foden,Man City,MID,7.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p209244.png,1,1.0,1.0,4.2,81,1,,2.5,,0.13,0.44,0.72,13197,29398,2,Crystal Palace,False,3,0.67,2.85,12.35,CRY(A) · COV(H) · MUN(A) · SUN(H),7.0,0.045
389,Matheus N.,Matheus Nunes,Man City,DEF,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p465351.png,1,1.0,1.0,1.6,33,0,100.0,2.8,,0.0,0.11,0.27,2820,8324,2,Crystal Palace,False,3,0.7,2.56,11.08,CRY(A) · COV(H) · MUN(A) · SUN(H),6.0,0.003
119,Costinha,João Pedro Loureiro da Costa,Brighton,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.0,26,0,,1.7,,0.42,0.0,0.35,209,141,2,Chelsea,False,4,0.0,0.0,0.0,CHE(A) · LEE(H) · COV(A) · ARS(H),0.0,0.0
439,Šeško,Benjamin Sesko,Man Utd,FWD,7.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,1.7,23,0,100.0,2.2,,0.16,0.0,0.27,20454,11043,2,Ipswich Town,True,2,0.37,2.02,6.05,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.054
96,Damsgaard,Mikkel Damsgaard,Brentford,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p440089.png,1,1.0,1.0,0.6,14,0,,2.0,,0.0,0.71,0.64,1494,5262,2,Leeds,False,3,0.53,1.86,7.45,LEE(A) · SUN(H) · BOU(A) · CHE(H),5.0,0.015
462,Steur,Sean Steur,Newcastle,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.1,55,1,,1.5,,0.0,0.0,2.42,563,704,2,Spurs,False,3,0.17,0.48,2.07,TOT(A) · BOU(H) · LEE(A) · HUL(H),3.0,0.0
429,Rashford,Marcus Rashford,Man Utd,MID,7.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p176297.png,1,1.0,1.0,1.7,45,0,,2.5,,0.0,0.2,0.18,11070,15983,2,Ipswich Town,True,2,0.0,0.0,0.0,IPS(H) · EVE(A) · MCI(H) · FUL(A),0.0,0.0
432,Mainoo,Kobbie Mainoo,Man Utd,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p516895.png,1,1.0,1.0,1.0,23,0,,2.0,,0.27,0.04,0.27,2544,10495,2,Ipswich Town,True,2,0.35,1.25,3.76,IPS(H) · EVE(A) · MCI(H) · FUL(A),3.0,0.002
29,M.Bizot,Marco Bizot,Aston Villa,GKP,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.1,90,1,,1.9,,0.0,0.0,3.77,561,577,2,Arsenal,True,4,0.3,0.52,3.11,ARS(H) · HUL(A) · NFO(H) · TOT(A),2.0,0.0
516,Bentancur,Rodrigo Bentancur,Spurs,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p202993.png,1,1.0,1.0,0.2,45,0,,2.0,,0.0,0.02,4.36,376,1393,2,Newcastle,True,2,0.5,1.71,5.54,NEW(H) · NFO(A) · EVE(H) · AVL(H),3.0,0.001
520,Bergvall,Lucas Bergvall,Spurs,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p570526.png,1,1.0,1.0,0.2,45,1,,2.0,,0.0,0.02,3.4,472,1536,2,Newcastle,True,2,0.41,1.6,5.19,NEW(H) · NFO(A) · EVE(H) · AVL(H),3.0,0.007
19,Zubimendi,Martín Zubimendi Ibáñez,Arsenal,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,1.0,22,0,,2.0,,0.0,0.08,0.61,1207,15128,2,Aston Villa,False,4,0.75,1.54,7.72,AVL(A) · CHE(H) · SUN(A) · BHA(A),3.0,0.003
539,O'Nien,Luke O'Nien,Sunderland,DEF,4.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,3.5,66,1,,1.0,,0.01,0.01,2.3,3573,11992,2,Fulham,True,2,0.28,1.12,2.81,FUL(H) · BRE(A) · ARS(H) · MCI(A),2.0,0.002
541,Meunier,Thomas Meunier,Sunderland,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.3,90,1,100.0,1.7,,0.08,0.08,1.8,708,1131,2,Fulham,True,2,0.17,1.21,3.03,FUL(H) · BRE(A) · ARS(H) · MCI(A),6.0,0.002
17,Merino,Mikel Merino Zazón,Arsenal,MID,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p195384.png,1,1.0,1.0,0.6,14,0,,2.2,,0.9,0.13,0.96,1922,12084,2,Aston Villa,False,4,0.22,0.65,3.26,AVL(A) · CHE(H) · SUN(A) · BHA(A),3.0,0.007
14,Eze,Eberechi Eze,Arsenal,MID,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p232413.png,1,1.0,1.0,1.8,14,0,,2.3,,0.26,0.0,0.96,4317,32583,2,Aston Villa,False,4,0.48,1.33,6.66,AVL(A) · CHE(H) · SUN(A) · BHA(A),5.0,0.012
16,Madueke,Noni Madueke,Arsenal,MID,6.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p248857.png,1,1.0,1.0,0.3,22,0,,2.3,,0.0,0.16,0.61,931,5859,2,Aston Villa,False,4,0.35,0.81,4.04,AVL(A) · CHE(H) · SUN(A) · BHA(A),3.0,0.003
535,Alderete,Omar Alderete,Sunderland,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.5,23,0,100.0,2.2,,0.0,0.04,0.39,2046,3193,2,Fulham,True,2,0.7,3.15,7.87,FUL(H) · BRE(A) · ARS(H) · MCI(A),6.0,0.017
536,Reinildo,Reinildo Mandava,Sunderland,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.5,90,1,,1.7,,0.0,0.29,1.8,667,2248,2,Fulham,True,2,0.67,2.98,7.46,FUL(H) · BRE(A) · ARS(H) · MCI(A),6.0,0.004
33,Mings,Tyrone Mings,Aston Villa,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p149484.png,1,1.0,1.0,0.4,16,0,,1.7,,0.0,0.0,1.24,2786,2535,2,Arsenal,True,4,0.33,0.75,4.53,ARS(H) · HUL(A) · NFO(H) · TOT(A),2.0,0.003
525,Fernandes,Mateus Fernandes,Spurs,MID,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p551226.png,1,1.0,1.0,1.7,45,0,,2.2,,0.0,0.12,4.36,2684,22250,2,Newcastle,True,2,0.77,2.83,9.2,NEW(H) · NFO(A) · EVE(H) · AVL(H),5.0,0.009
529,Roefs,Robin Roefs,Sunderland,GKP,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,4.1,90,1,,2.6,,0.0,0.0,1.8,3232,19593,2,Fulham,True,2,0.93,3.64,9.11,FUL(H) · BRE(A) · ARS(H) · MCI(A),6.0,0.0
526,Solanke,Dominic Solanke-Mitchell,Spurs,FWD,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p154566.png,1,1.0,1.0,1.3,22,0,,2.0,Penales,0.29,0.0,3.48,3521,14265,2,Newcastle,True,2,0.24,1.02,3.31,NEW(H) · NFO(A) · EVE(H) · AVL(H),2.0,0.012
543,Diarra,Habib Diarra,Sunderland,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.1,10,0,,2.0,Penales,0.27,0.0,0.9,223,802,2,Fulham,True,2,0.33,1.52,3.79,FUL(H) · BRE(A) · ARS(H) · MCI(A),3.0,0.015
446,Schär,Fabian Schär,Newcastle,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p119471.png,1,1.0,1.0,0.3,1,0,100.0,2.2,,0.0,0.0,71.1,1522,1316,2,Spurs,False,3,0.24,0.92,3.98,TOT(A) · BOU(H) · LEE(A) · HUL(H),2.0,0.007
9,Hincapie,Piero Hincapié,Arsenal,DEF,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,1.6,9,0,,2.5,,0.0,0.0,1.5,3046,31328,2,Aston Villa,False,4,0.44,1.17,5.85,AVL(A) · CHE(H) · SUN(A) · BHA(A),6.0,0.002
90,Hickey,Aaron Hickey,Brentford,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p472713.png,1,1.0,1.0,0.1,14,0,,1.7,,0.0,0.0,0.64,440,389,2,Leeds,False,3,0.18,0.64,2.55,LEE(A) · SUN(H) · BOU(A) · CHE(H),2.0,0.003
422,Mazraoui,Noussair Mazraoui,Man Utd,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p230001.png,1,1.0,1.0,0.7,79,1,,1.7,,0.25,0.06,1.15,4191,4500,2,Ipswich Town,True,2,0.41,1.92,5.77,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.009
423,Shaw,Luke Shaw,Man Utd,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p106760.png,1,1.0,1.0,19.9,90,1,,1.7,,0.0,0.26,1.01,28888,85695,2,Ipswich Town,True,2,1.0,4.69,14.06,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.013
608,Jebbison,Daniel Jebbison,Bournemouth,FWD,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p523700.png,1,1.0,1.0,0.0,15,0,,1.4,,0.6,0.0,1.86,1531,254,2,Everton,True,3,0.62,2.75,10.08,EVE(H) · NEW(A) · BRE(H) · LIV(H),6.0,0.076
421,Heaven,Ayden Heaven,Man Utd,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p606745.png,1,1.0,1.0,0.4,90,1,,1.7,,0.12,0.04,1.01,2314,3036,2,Ipswich Town,True,2,0.41,1.93,5.79,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.009
417,Dalot,Diogo Dalot Teixeira,Man Utd,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p216051.png,1,1.0,1.0,2.6,10,0,,2.2,,0.0,0.0,0.0,6242,22502,2,Ipswich Town,True,2,0.64,3.25,9.75,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.028
418,Maguire,Harry Maguire,Man Utd,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p95658.png,1,1.0,1.0,17.3,90,1,,2.2,,0.04,0.4,1.01,35397,73986,2,Ipswich Town,True,2,0.58,2.89,8.66,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.021
412,Lammens,Senne Lammens,Man Utd,GKP,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,15.8,90,1,,2.6,,0.0,0.0,1.01,22300,64855,2,Ipswich Town,True,2,0.87,3.7,11.09,IPS(H) · EVE(A) · MCI(H) · FUL(A),6.0,0.0
188,Torp,Victor Torp,Coventry City,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.2,28,0,,2.0,,0.0,0.35,1.03,176,1253,2,Hull City,True,2,0.0,0.0,0.0,HUL(H) · MCI(A) · BHA(H) · NFO(A),0.0,0.0
585,Herrington,Lucas Herrington,Hull City,DEF,4.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.7,26,0,,1.0,,0.0,0.0,3.32,2284,2469,2,Coventry City,False,2,0.0,0.0,0.0,COV(A) · AVL(H) · CHE(A) · NEW(A),0.0,0.0
206,Chadi Riad,Chadi Riad Dnanou,Crystal Palace,DEF,4.5,i,https://resources.premierleague.com/premierleague/photos/players/40x40/p515621.png,1,1.0,1.0,0.1,72,1,0.0,0.0,,0.0,0.01,1.22,257,2057,2,Man City,True,4,0.3,0.0,0.0,MCI(H) · FUL(A) · IPS(H) · LEE(A),0.0,0.0
222,Strand Larsen,Jørgen Strand Larsen,Crystal Palace,FWD,6.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p247412.png,1,1.0,1.0,0.5,27,0,,2.0,,0.83,0.03,0.47,1030,4884,2,Man City,True,4,0.57,1.15,6.91,MCI(H) · FUL(A) · IPS(H) · LEE(A),2.0,0.006
211,Yeremy,Yéremy Pino Santos,Crystal Palace,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.2,35,0,,2.0,Tiros libres,0.15,0.05,0.69,198,1635,2,Man City,True,4,0.57,1.54,9.24,MCI(H) · FUL(A) · IPS(H) · LEE(A),5.0,0.016
492,Awoniyi,Taiwo Awoniyi,Coventry City,FWD,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p210156.png,1,1.0,1.0,0.8,20,0,,1.8,,0.0,0.0,1.3,3877,6077,2,Hull City,True,2,0.07,0.45,1.35,HUL(H) · MCI(A) · BHA(H) · NFO(A),0.0,0.015
182,Amenda,Aurèle Amenda,Coventry City,DEF,4.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.9,90,1,,1.0,,0.0,0.01,1.88,2086,3071,2,Hull City,True,2,0.17,1.19,3.58,HUL(H) · MCI(A) · BHA(H) · NFO(A),6.0,0.0
592,Ouattara,Abdoul Ouattara,Ipswich Town,DEF,4.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,1.0,10,0,,1.0,,0.0,0.0,0.27,2306,3995,2,Man Utd,False,4,0.0,0.0,0.0,MUN(A) · LIV(H) · CRY(A) · EVE(A),0.0,0.0
183,Rudoni,Jack Rudoni,Coventry City,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.1,20,0,100.0,1.5,Tiros libres,0.68,0.0,1.3,570,884,2,Hull City,True,2,0.0,0.0,0.0,HUL(H) · MCI(A) · BHA(H) · NFO(A),0.0,0.0
321,Walle Egeli,Sindre Walle Egeli,Ipswich Town,FWD,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,2.4,10,0,,1.0,,0.0,0.0,0.27,25260,15045,2,Man Utd,False,4,0.0,0.0,0.0,MUN(A) · LIV(H) · CRY(A) · EVE(A),0.0,0.0
323,McAteer,Kasey McAteer,Ipswich Town,MID,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p461587.png,1,1.0,1.0,1.4,24,0,,1.0,,0.0,0.0,0.11,4161,8176,2,Man Utd,False,4,0.0,0.0,0.0,MUN(A) · LIV(H) · CRY(A) · EVE(A),0.0,0.0
204,Mitchell,Tyrick Mitchell,Crystal Palace,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p244723.png,1,1.0,1.0,5.8,90,1,,1.7,,0.0,0.01,1.12,4711,34796,2,Man City,True,4,0.96,2.19,13.16,MCI(H) · FUL(A) · IPS(H) · LEE(A),6.0,0.005
320,Akpom,Chuba Akpom,Ipswich Town,FWD,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p147675.png,1,1.0,1.0,0.5,24,0,,1.4,,0.0,0.0,0.11,3509,4280,2,Man Utd,False,4,0.0,0.0,0.0,MUN(A) · LIV(H) · CRY(A) · EVE(A),0.0,0.0
203,Canvot,Jaydee Canvot,Crystal Palace,DEF,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.3,90,1,,2.2,,0.05,0.01,1.12,629,2561,2,Man City,True,4,0.47,1.09,6.56,MCI(H) · FUL(A) · IPS(H) · LEE(A),2.0,0.005
42,Guessand,Evann Guessand,Crystal Palace,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.0,27,0,,2.0,,0.1,0.07,0.47,309,454,2,Man City,True,4,0.2,0.43,2.55,MCI(H) · FUL(A) · IPS(H) · LEE(A),2.0,0.002
584,Hamer,Gustavo Hamer,Coventry City,MID,5.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p196100.png,1,1.0,1.0,0.1,8,0,,2.0,,0.0,0.0,1.46,259,977,2,Hull City,True,2,0.0,0.0,0.0,HUL(H) · MCI(A) · BHA(H) · NFO(A),0.0,0.0
575,Yirenkyi,Caleb Yirenkyi,Coventry City,MID,5.0,a,https://resources.premierleague.com/premierleague/photos/players/40x40/Photo-Missing.png,1,1.0,1.0,0.2,61,1,,1.5,,0.0,0.0,2.3,624,1922,2,Hull City,True,2,0.17,0.64,1.91,HUL(H) · MCI(A) · BHA(H) · NFO(A),3.0,0.0
64,Smith,Adam Smith,Bournemouth,DEF,4.5,a,https://resources.premierleague.com/premierleague/photos/players/40x40/p54469.png,1,1.0,1.0,0.1,90,1,,1.7,,0.0,0.0,2.25,1817,682,2,Everton,True,3,0.47,1.36,4.99,EVE(H) · NEW(A) · BRE(H) · LIV(H),5.0,0.0
